Date,Card Number,Card Name,Total Pop,PSA 10,PSA 9
2026-04-25,035,Chuck's Rhydon 1st Edition,186,114,52
2026-04-25,036,Chuck's Tauros 1st Edition,265,165,73
2026-04-25,037,Chuck's Granbull 1st Edition,242,159,65
2026-04-25,038,Chuck's Donphan 1st Edition,366,216,111
2026-04-25,039,Pryce's Dewgong 1st Edition,241,128,89
2026-04-25,040,Pryce's Cloyster 1st Edition,412,251,112
2026-04-25,041,Pryce's Lapras,178,48,62
2026-04-25,041,Pryce's Lapras 1st Edition,296,158,97
2026-04-25,042,Pryce's Articuno 1st Edition,415,223,127
2026-04-25,043,Pryce's Sneasel-Holo 1st Edition,665,339,161
2026-04-25,044,Pryce's Piloswine 1st Edition,185,96,71
2026-04-25,045,Pryce's Delibird 1st Edition,208,101,78
2026-04-25,046,Clair's Blastoise 1st Edition,710,320,247
2026-04-25,047,Clair's Jynx 1st Edition,219,114,76
2026-04-25,048,Clair's Gyarados 1st Edition,503,244,167
2026-04-25,049,Clair's Dragonite 1st Edition,951,402,343
2026-04-25,050,Clair's Politoed 1st Edition,226,127,72
2026-04-25,051,Clair's Mantine 1st Edition,388,218,128
2026-04-25,052,Clair's Kingdra 1st Edition,213,110,69
2026-04-25,053,LT. Surge's Raichu 1st Edition,488,244,161
2026-04-25,054,LT. Surge's Lanturn 1st Edition,201,94,85
2026-04-25,055,Sabrina's Xatu 1st Edition,195,101,73
2026-04-25,056,Sabrina's Espeon 1st Edition,766,368,241
2026-04-25,057,Misty's Lapras 1st Edition,334,174,107
2026-04-25,058,Misty's Quagsire 1st Edition,245,136,79
2026-04-25,059,Erika's Bellossom 1st Edition,196,107,65
2026-04-25,060,Erika's Jumpluff 1st Edition,177,99,58
2026-04-25,061,Janine's Beedrill 1st Edition,381,234,115
2026-04-25,062,Janine's Arbok 1st Edition,182,97,59
2026-04-25,063,Janine's Venomoth 1st Edition,174,101,57
2026-04-25,064,Janine's Weezing 1st Edition,166,93,53
2026-04-25,065,Janine's Ariados 1st Edition,168,85,64
2026-04-25,066,Janine's Crobat 1st Edition,220,131,72
2026-04-25,067,Janine's Shuckle 1st Edition,211,130,58
2026-04-25,068,Brock's Omastar 1st Edition,191,111,58
2026-04-25,069,Brock's Kabutops 1st Edition,210,114,63
2026-04-25,070,Blaine's Typhlosion 1st Edition,544,255,181
2026-04-25,071,Blaine's Magcargo 1st Edition,230,129,69
2026-04-25,072,Will's Slowbro 1st Edition,284,172,82
2026-04-25,073,Will's Exeggutor 1st Edition,190,125,52
2026-04-25,074,Will's Jynx 1st Edition,237,146,74
2026-04-25,075,Will's Xatu 1st Edition,164,111,40
2026-04-25,076,Will's Espeon 1st Edition,576,275,197
2026-04-25,077,Will's Slowking 1st Edition,285,156,88
2026-04-25,078,Will's Girafarig 1st Edition,327,227,79
2026-04-25,079,Koga's Crobat 1st Edition,222,128,68
2026-04-25,080,Koga's Forretress 1st Edition,170,100,48
2026-04-25,081,Bruno's Machamp 1st Edition,214,118,66
2026-04-25,082,Bruno's Hitmonlee 1st Edition,189,107,56
2026-04-25,083,Bruno's Hitmonchan 1st Edition,413,262,119
2026-04-25,084,Bruno's Steelix-Holo 1st Edition,733,257,281
2026-04-25,085,Bruno's Ursaring 1st Edition,263,170,76
2026-04-25,086,Bruno's Hitmontop 1st Edition,180,105,60
2026-04-25,087,Karen's Rapidash 1st Edition,435,271,121
2026-04-25,088,Karen's Magmar 1st Edition,267,141,84
2026-04-25,089,Karen's Flareon 1st Edition,635,330,209
2026-04-25,090,Karen's Tyranitar-Holo 1st Edition,"1,330",590,345
2026-04-25,091,Karen's Umbreon-Holo 1st Edition,"3,302",909,908
2026-04-25,092,Karen's Houndoom 1st Edition,498,233,181
2026-04-25,093,Rocket's Wobbuffet-Holo 1st Edition,799,298,298
2026-04-25,094,Rocket's Raikou-Holo 1st Edition,"1,062",475,317
2026-04-25,095,Rocket's Entei-Holo 1st Edition,"1,199",368,486
2026-04-25,096,Rocket's Suicune-Holo 1st Edition,"1,113",467,340
2026-04-25,097,Lance's Charizard 1st Edition,"2,013",689,606
2026-04-25,098,Lance's Gyarados 1st Edition,809,347,265
2026-04-25,099,Lance's Aerodactyl 1st Edition,485,211,188
2026-04-25,100,Lance's Dragonite 1st Edition,"1,099",480,381
2026-04-25,101,Lance's Ampharos 1st Edition,488,261,149
2026-04-25,102,Lance's Kingdra 1st Edition,424,199,151
2026-04-25,103,Falkner's TM 01 1st Edition,72,31,29
2026-04-25,104,Falkner's TM 02 1st Edition,53,15,23
2026-04-25,105,Bugsy's TM 01 1st Edition,68,36,25
2026-04-25,106,Bugsy's TM 02 1st Edition,53,21,19
2026-04-25,107,Whitney's TM 01 1st Edition,69,25,30
2026-04-25,108,Whitney's TM 02 1st Edition,63,28,22
2026-04-25,109,Morty's TM 01 1st Edition,51,22,18
2026-04-25,110,Morty's TM 02 1st Edition,56,21,16
2026-04-25,111,Jasmine's TM 01 1st Edition,69,25,31
2026-04-25,112,Jasmine's TM 02 1st Edition,52,23,17
2026-04-25,113,Chuck's TM 01 1st Edition,58,22,19
2026-04-25,114,Chuck's TM 02 1st Edition,59,14,26
2026-04-25,115,Pryce's TM 01 1st Edition,59,24,23
2026-04-25,116,Pryce's TM 02 1st Edition,56,22,17
2026-04-25,117,Clair's TM 01 1st Edition,81,37,29
2026-04-25,118,Clair's TM 02 1st Edition,74,8,38
2026-04-25,119,Janine's TM 01 1st Edition,67,25,26
2026-04-25,120,Janine's TM 02 1st Edition,44,9,22
2026-04-25,121,Will's TM 01 1st Edition,59,23,22
2026-04-25,122,Will's TM 02 1st Edition,47,23,13
2026-04-25,123,Bruno's TM 01 1st Edition,47,17,21
2026-04-25,124,Bruno's TM 02 1st Edition,47,13,15
2026-04-25,125,Karen's TM 01 1st Edition,80,24,43
2026-04-25,126,Karen's TM 02 1st Edition,74,17,35
2026-04-25,127,Rocket's TM 01 1st Edition,46,15,13
2026-04-25,128,Lance's TM 01 1st Edition,72,15,30
2026-04-25,129,Lance's TM 02 1st Edition,64,10,26
2026-04-25,130,Potion 1st Edition,157,79,52
2026-04-25,131,Moo-Moo Milk 1st Edition,154,88,43
2026-04-25,132,Full Heal 1st Edition,130,83,29
2026-04-25,133,Pokemon Reverse 1st Edition,130,68,45
2026-04-25,134,Switch 1st Edition,158,104,41
2026-04-25,135,Warp Point 1st Edition,122,77,35
2026-04-25,136,Super Scoop Up 1st Edition,151,87,48
2026-04-25,137,Energy Flow 1st Edition,135,86,37
2026-04-25,138,Energy Charge 1st Edition,116,74,28
2026-04-25,139,Energy Ark 1st Edition,166,97,49
2026-04-25,140,Energy Restore 1st Edition,126,77,40
2026-04-25,141,Master Ball 1st Edition,164,95,48
2026-04-25,142,Rocket's Tyranitar-Holo 1st Edition,"1,309",434,368
2026-04-25,N/A,Darkness Energy-Holo,995,413,422
2026-04-25,N/A,Fighting Energy,93,54,27
2026-04-25,N/A,Fire Energy,89,63,17
2026-04-25,N/A,Grass Energy,99,62,33
2026-04-25,N/A,Lightning Energy,86,58,18
2026-04-25,N/A,Metal Energy-Holo,744,370,279
2026-04-25,N/A,Psychic Energy,99,63,27
2026-04-25,N/A,Rainbow Energy-Holo,876,311,371
2026-04-25,N/A,Water Energy,90,62,21
2026-04-27,,TOTAL POPULATION,"53,444","24,781","17,523"
2026-04-27,001,Falkner's Pidgeot 1st Edition,286,101,113
2026-04-27,002,Falkner's Fearow 1st Edition,355,135,140
2026-04-27,003,Falkner's Farfetch'd 1st Edition,272,123,118
2026-04-27,004,Falkner's Dodrio 1st Edition,239,124,87
2026-04-27,005,Falkner's Togetic 1st Edition,317,170,111
2026-04-27,006,Falkner's Delibird 1st Edition,284,129,118
2026-04-27,007,Falkner's Skarmory-Holo 1st Edition,682,266,242
2026-04-27,008,Bugsy's Butterfree 1st Edition,201,104,58
2026-04-27,009,Bugsy's Beedrill 1st Edition,194,108,65
2026-04-27,010,Bugsy's Pinsir 1st Edition,195,101,66
2026-04-27,011,Bugsy's Ledian 1st Edition,181,96,70
2026-04-27,012,Bugsy's Yanma 1st Edition,319,177,104
2026-04-27,013,Bugsy's Scizor-Holo 1st Edition,"1,050",318,417
2026-04-27,014,Whitney's Clefable 1st Edition,274,160,83
2026-04-27,015,Whitney's Wigglytuff 1st Edition,291,171,82
2026-04-27,016,Whitney's Persian 1st Edition,262,161,71
2026-04-27,017,Whitney's Lickitung 1st Edition,263,151,79
2026-04-27,018,Whitney's Furret 1st Edition,410,222,144
2026-04-27,019,Whitney's Miltank 1st Edition,258,115,108
2026-04-27,020,Morty's Ninetales 1st Edition,368,193,122
2026-04-27,021,Morty's Gengar 1st Edition,"1,041",414,335
2026-04-27,022,Morty's Hypno 1st Edition,437,271,107
2026-04-27,023,Morty's Marowak 1st Edition,206,117,66
2026-04-27,024,Morty's Noctowl 1st Edition,284,173,79
2026-04-27,025,Morty's Murkrow-Holo 1st Edition,703,306,236
2026-04-27,026,Morty's Misdreavus 1st Edition,254,124,88
2026-04-27,027,Jasmine's Raichu 1st Edition,791,452,234
2026-04-27,028,Jasmine's Magneton 1st Edition,255,127,100
2026-04-27,029,Jasmine's Electabuzz 1st Edition,266,152,85
2026-04-27,030,Jasmine's Jolteon 1st Edition,566,292,170
2026-04-27,031,Jasmine's Ampharos 1st Edition,339,193,108
2026-04-27,032,Jasmine's Steelix-Holo 1st Edition,824,264,363
2026-04-27,033,Chuck's Primeape 1st Edition,173,114,39
2026-04-27,034,Chuck's Poliwrath 1st Edition,200,121,50
2026-04-27,035,Chuck's Rhydon 1st Edition,186,114,52
2026-04-27,036,Chuck's Tauros 1st Edition,265,165,73
2026-04-27,037,Chuck's Granbull 1st Edition,242,159,65
2026-04-27,038,Chuck's Donphan 1st Edition,366,216,111
2026-04-27,039,Pryce's Dewgong 1st Edition,241,128,89
2026-04-27,040,Pryce's Cloyster 1st Edition,412,251,112
2026-04-27,041,Pryce's Lapras,178,48,62
2026-04-27,041,Pryce's Lapras 1st Edition,297,158,98
2026-04-27,042,Pryce's Articuno 1st Edition,415,223,127
2026-04-27,043,Pryce's Sneasel-Holo 1st Edition,665,339,161
2026-04-27,044,Pryce's Piloswine 1st Edition,185,96,71
2026-04-27,045,Pryce's Delibird 1st Edition,208,101,78
2026-04-27,046,Clair's Blastoise 1st Edition,710,320,247
2026-04-27,047,Clair's Jynx 1st Edition,219,114,76
2026-04-27,048,Clair's Gyarados 1st Edition,504,244,168
2026-04-27,049,Clair's Dragonite 1st Edition,953,402,344
2026-04-27,050,Clair's Politoed 1st Edition,226,127,72
2026-04-27,051,Clair's Mantine 1st Edition,388,218,128
2026-04-27,052,Clair's Kingdra 1st Edition,213,110,69
2026-04-27,053,LT. Surge's Raichu 1st Edition,488,244,161
2026-04-27,054,LT. Surge's Lanturn 1st Edition,201,94,85
2026-04-27,055,Sabrina's Xatu 1st Edition,195,101,73
2026-04-27,056,Sabrina's Espeon 1st Edition,766,368,241
2026-04-27,057,Misty's Lapras 1st Edition,335,174,108
2026-04-27,058,Misty's Quagsire 1st Edition,245,136,79
2026-04-27,059,Erika's Bellossom 1st Edition,196,107,65
2026-04-27,060,Erika's Jumpluff 1st Edition,177,99,58
2026-04-27,061,Janine's Beedrill 1st Edition,381,234,115
2026-04-27,062,Janine's Arbok 1st Edition,182,97,59
2026-04-27,063,Janine's Venomoth 1st Edition,174,101,57
2026-04-27,064,Janine's Weezing 1st Edition,166,93,53
2026-04-27,065,Janine's Ariados 1st Edition,168,85,64
2026-04-27,066,Janine's Crobat 1st Edition,220,131,72
2026-04-27,067,Janine's Shuckle 1st Edition,211,130,58
2026-04-27,068,Brock's Omastar 1st Edition,191,111,58
2026-04-27,069,Brock's Kabutops 1st Edition,210,114,63
2026-04-27,070,Blaine's Typhlosion 1st Edition,544,255,181
2026-04-27,071,Blaine's Magcargo 1st Edition,230,129,69
2026-04-27,072,Will's Slowbro 1st Edition,284,172,82
2026-04-27,073,Will's Exeggutor 1st Edition,190,125,52
2026-04-27,074,Will's Jynx 1st Edition,237,146,74
2026-04-27,075,Will's Xatu 1st Edition,164,111,40
2026-04-27,076,Will's Espeon 1st Edition,578,276,197
2026-04-27,077,Will's Slowking 1st Edition,285,156,88
2026-04-27,078,Will's Girafarig 1st Edition,327,227,79
2026-04-27,079,Koga's Crobat 1st Edition,222,128,68
2026-04-27,080,Koga's Forretress 1st Edition,170,100,48
2026-04-27,081,Bruno's Machamp 1st Edition,214,118,66
2026-04-27,082,Bruno's Hitmonlee 1st Edition,189,107,56
2026-04-27,083,Bruno's Hitmonchan 1st Edition,413,262,119
2026-04-27,084,Bruno's Steelix-Holo 1st Edition,733,257,281
2026-04-27,085,Bruno's Ursaring 1st Edition,263,170,76
2026-04-27,086,Bruno's Hitmontop 1st Edition,180,105,60
2026-04-27,087,Karen's Rapidash 1st Edition,435,271,121
2026-04-27,088,Karen's Magmar 1st Edition,267,141,84
2026-04-27,089,Karen's Flareon 1st Edition,635,330,209
2026-04-27,090,Karen's Tyranitar-Holo 1st Edition,"1,331",590,346
2026-04-27,091,Karen's Umbreon-Holo 1st Edition,"3,307",909,906
2026-04-27,092,Karen's Houndoom 1st Edition,498,233,181
2026-04-27,093,Rocket's Wobbuffet-Holo 1st Edition,799,298,298
2026-04-27,094,Rocket's Raikou-Holo 1st Edition,"1,063",475,318
2026-04-27,095,Rocket's Entei-Holo 1st Edition,"1,201",368,487
2026-04-27,096,Rocket's Suicune-Holo 1st Edition,"1,114",467,341
2026-04-27,097,Lance's Charizard 1st Edition,"2,013",689,606
2026-04-27,098,Lance's Gyarados 1st Edition,811,347,265
2026-04-27,099,Lance's Aerodactyl 1st Edition,486,211,188
2026-04-27,100,Lance's Dragonite 1st Edition,"1,099",480,381
2026-04-27,101,Lance's Ampharos 1st Edition,488,261,149
2026-04-27,102,Lance's Kingdra 1st Edition,424,199,151
2026-04-27,103,Falkner's TM 01 1st Edition,72,31,29
2026-04-27,104,Falkner's TM 02 1st Edition,53,15,23
2026-04-27,105,Bugsy's TM 01 1st Edition,68,36,25
2026-04-27,106,Bugsy's TM 02 1st Edition,53,21,19
2026-04-27,107,Whitney's TM 01 1st Edition,69,25,30
2026-04-27,108,Whitney's TM 02 1st Edition,63,28,22
2026-04-27,109,Morty's TM 01 1st Edition,51,22,18
2026-04-27,110,Morty's TM 02 1st Edition,56,21,16
2026-04-27,111,Jasmine's TM 01 1st Edition,69,25,31
2026-04-27,112,Jasmine's TM 02 1st Edition,52,23,17
2026-04-27,113,Chuck's TM 01 1st Edition,58,22,19
2026-04-27,114,Chuck's TM 02 1st Edition,59,14,26
2026-04-27,115,Pryce's TM 01 1st Edition,59,24,23
2026-04-27,116,Pryce's TM 02 1st Edition,56,22,17
2026-04-27,117,Clair's TM 01 1st Edition,81,37,29
2026-04-27,118,Clair's TM 02 1st Edition,74,8,38
2026-04-27,119,Janine's TM 01 1st Edition,67,25,26
2026-04-27,120,Janine's TM 02 1st Edition,44,9,22
2026-04-27,121,Will's TM 01 1st Edition,59,23,22
2026-04-27,122,Will's TM 02 1st Edition,47,23,13
2026-04-27,123,Bruno's TM 01 1st Edition,47,17,21
2026-04-27,124,Bruno's TM 02 1st Edition,47,13,15
2026-04-27,125,Karen's TM 01 1st Edition,80,24,43
2026-04-27,126,Karen's TM 02 1st Edition,74,17,35
2026-04-27,127,Rocket's TM 01 1st Edition,46,15,13
2026-04-27,128,Lance's TM 01 1st Edition,72,15,30
2026-04-27,129,Lance's TM 02 1st Edition,64,10,26
2026-04-27,130,Potion 1st Edition,157,79,52
2026-04-27,131,Moo-Moo Milk 1st Edition,154,88,43
2026-04-27,132,Full Heal 1st Edition,130,83,29
2026-04-27,133,Pokemon Reverse 1st Edition,130,68,45
2026-04-27,134,Switch 1st Edition,158,104,41
2026-04-27,135,Warp Point 1st Edition,122,77,35
2026-04-27,136,Super Scoop Up 1st Edition,151,87,48
2026-04-27,137,Energy Flow 1st Edition,135,86,37
2026-04-27,138,Energy Charge 1st Edition,116,74,28
2026-04-27,139,Energy Ark 1st Edition,166,97,49
2026-04-27,140,Energy Restore 1st Edition,126,77,40
2026-04-27,141,Master Ball 1st Edition,164,95,48
2026-04-27,142,Rocket's Tyranitar-Holo 1st Edition,"1,311",435,368
2026-04-27,N/A,Darkness Energy-Holo,995,413,422
2026-04-27,N/A,Fighting Energy,93,54,27
2026-04-27,N/A,Fire Energy,89,63,17
2026-04-27,N/A,Grass Energy,99,62,33
2026-04-27,N/A,Lightning Energy,86,58,18
2026-04-27,N/A,Metal Energy-Holo,744,370,279
2026-04-27,N/A,Psychic Energy,99,63,27
2026-04-27,N/A,Rainbow Energy-Holo,876,311,371
2026-04-27,N/A,Water Energy,90,62,21
2026-04-30,,TOTAL POPULATION,"53,530","24,807","17,556"
2026-04-30,001,Falkner's Pidgeot 1st Edition,286,101,113
2026-04-30,002,Falkner's Fearow 1st Edition,355,135,140
2026-04-30,003,Falkner's Farfetch'd 1st Edition,272,123,118
2026-04-30,004,Falkner's Dodrio 1st Edition,239,124,87
2026-04-30,005,Falkner's Togetic 1st Edition,319,171,112
2026-04-30,006,Falkner's Delibird 1st Edition,284,129,118
2026-04-30,007,Falkner's Skarmory-Holo 1st Edition,682,266,242
2026-04-30,008,Bugsy's Butterfree 1st Edition,201,104,58
2026-04-30,009,Bugsy's Beedrill 1st Edition,194,108,65
2026-04-30,010,Bugsy's Pinsir 1st Edition,195,101,66
2026-04-30,011,Bugsy's Ledian 1st Edition,181,96,70
2026-04-30,012,Bugsy's Yanma 1st Edition,320,178,104
2026-04-30,013,Bugsy's Scizor-Holo 1st Edition,"1,052",319,418
2026-04-30,014,Whitney's Clefable 1st Edition,275,161,83
2026-04-30,015,Whitney's Wigglytuff 1st Edition,292,172,82
2026-04-30,016,Whitney's Persian 1st Edition,262,161,71
2026-04-30,017,Whitney's Lickitung 1st Edition,263,151,79
2026-04-30,018,Whitney's Furret 1st Edition,411,223,144
2026-04-30,019,Whitney's Miltank 1st Edition,258,115,108
2026-04-30,020,Morty's Ninetales 1st Edition,368,193,122
2026-04-30,021,Morty's Gengar 1st Edition,"1,043",415,335
2026-04-30,022,Morty's Hypno 1st Edition,438,271,108
2026-04-30,023,Morty's Marowak 1st Edition,208,118,67
2026-04-30,024,Morty's Noctowl 1st Edition,284,173,79
2026-04-30,025,Morty's Murkrow-Holo 1st Edition,703,306,236
2026-04-30,026,Morty's Misdreavus 1st Edition,256,124,88
2026-04-30,027,Jasmine's Raichu 1st Edition,794,453,236
2026-04-30,028,Jasmine's Magneton 1st Edition,256,127,101
2026-04-30,029,Jasmine's Electabuzz 1st Edition,266,152,85
2026-04-30,030,Jasmine's Jolteon 1st Edition,569,293,172
2026-04-30,031,Jasmine's Ampharos 1st Edition,340,194,108
2026-04-30,032,Jasmine's Steelix-Holo 1st Edition,824,264,363
2026-04-30,033,Chuck's Primeape 1st Edition,174,115,39
2026-04-30,034,Chuck's Poliwrath 1st Edition,200,121,50
2026-04-30,035,Chuck's Rhydon 1st Edition,186,114,52
2026-04-30,036,Chuck's Tauros 1st Edition,265,165,73
2026-04-30,037,Chuck's Granbull 1st Edition,242,159,65
2026-04-30,038,Chuck's Donphan 1st Edition,367,217,111
2026-04-30,039,Pryce's Dewgong 1st Edition,241,128,89
2026-04-30,040,Pryce's Cloyster 1st Edition,412,251,112
2026-04-30,041,Pryce's Lapras,178,48,62
2026-04-30,041,Pryce's Lapras 1st Edition,297,158,98
2026-04-30,042,Pryce's Articuno 1st Edition,415,223,127
2026-04-30,043,Pryce's Sneasel-Holo 1st Edition,665,339,161
2026-04-30,044,Pryce's Piloswine 1st Edition,185,96,71
2026-04-30,045,Pryce's Delibird 1st Edition,208,101,78
2026-04-30,046,Clair's Blastoise 1st Edition,711,321,247
2026-04-30,047,Clair's Jynx 1st Edition,219,114,76
2026-04-30,048,Clair's Gyarados 1st Edition,504,244,168
2026-04-30,049,Clair's Dragonite 1st Edition,960,404,347
2026-04-30,050,Clair's Politoed 1st Edition,226,127,72
2026-04-30,051,Clair's Mantine 1st Edition,388,218,128
2026-04-30,052,Clair's Kingdra 1st Edition,213,110,69
2026-04-30,053,LT. Surge's Raichu 1st Edition,492,245,163
2026-04-30,054,LT. Surge's Lanturn 1st Edition,201,94,85
2026-04-30,055,Sabrina's Xatu 1st Edition,195,101,73
2026-04-30,056,Sabrina's Espeon 1st Edition,767,369,241
2026-04-30,057,Misty's Lapras 1st Edition,336,174,109
2026-04-30,058,Misty's Quagsire 1st Edition,246,136,80
2026-04-30,059,Erika's Bellossom 1st Edition,196,107,65
2026-04-30,060,Erika's Jumpluff 1st Edition,177,99,58
2026-04-30,061,Janine's Beedrill 1st Edition,382,234,116
2026-04-30,062,Janine's Arbok 1st Edition,182,97,59
2026-04-30,063,Janine's Venomoth 1st Edition,175,102,57
2026-04-30,064,Janine's Weezing 1st Edition,166,93,53
2026-04-30,065,Janine's Ariados 1st Edition,169,86,64
2026-04-30,066,Janine's Crobat 1st Edition,220,131,72
2026-04-30,067,Janine's Shuckle 1st Edition,211,130,58
2026-04-30,068,Brock's Omastar 1st Edition,191,111,58
2026-04-30,069,Brock's Kabutops 1st Edition,210,114,63
2026-04-30,070,Blaine's Typhlosion 1st Edition,544,255,181
2026-04-30,071,Blaine's Magcargo 1st Edition,230,129,69
2026-04-30,072,Will's Slowbro 1st Edition,286,172,84
2026-04-30,073,Will's Exeggutor 1st Edition,190,125,52
2026-04-30,074,Will's Jynx 1st Edition,238,147,74
2026-04-30,075,Will's Xatu 1st Edition,164,111,40
2026-04-30,076,Will's Espeon 1st Edition,578,276,197
2026-04-30,077,Will's Slowking 1st Edition,285,156,88
2026-04-30,078,Will's Girafarig 1st Edition,327,227,79
2026-04-30,079,Koga's Crobat 1st Edition,222,128,68
2026-04-30,080,Koga's Forretress 1st Edition,171,101,48
2026-04-30,081,Bruno's Machamp 1st Edition,215,118,67
2026-04-30,082,Bruno's Hitmonlee 1st Edition,190,107,57
2026-04-30,083,Bruno's Hitmonchan 1st Edition,413,262,119
2026-04-30,084,Bruno's Steelix-Holo 1st Edition,734,257,282
2026-04-30,085,Bruno's Ursaring 1st Edition,263,170,76
2026-04-30,086,Bruno's Hitmontop 1st Edition,180,105,60
2026-04-30,087,Karen's Rapidash 1st Edition,435,271,121
2026-04-30,088,Karen's Magmar 1st Edition,267,141,84
2026-04-30,089,Karen's Flareon 1st Edition,636,330,209
2026-04-30,090,Karen's Tyranitar-Holo 1st Edition,"1,332",590,346
2026-04-30,091,Karen's Umbreon-Holo 1st Edition,"3,315",909,907
2026-04-30,092,Karen's Houndoom 1st Edition,498,233,181
2026-04-30,093,Rocket's Wobbuffet-Holo 1st Edition,801,298,300
2026-04-30,094,Rocket's Raikou-Holo 1st Edition,"1,064",475,318
2026-04-30,095,Rocket's Entei-Holo 1st Edition,"1,204",369,488
2026-04-30,096,Rocket's Suicune-Holo 1st Edition,"1,115",467,341
2026-04-30,097,Lance's Charizard 1st Edition,"2,016",690,608
2026-04-30,098,Lance's Gyarados 1st Edition,812,347,265
2026-04-30,099,Lance's Aerodactyl 1st Edition,487,211,189
2026-04-30,100,Lance's Dragonite 1st Edition,"1,102",482,381
2026-04-30,101,Lance's Ampharos 1st Edition,488,261,149
2026-04-30,102,Lance's Kingdra 1st Edition,425,199,151
2026-04-30,103,Falkner's TM 01 1st Edition,72,31,29
2026-04-30,104,Falkner's TM 02 1st Edition,53,15,23
2026-04-30,105,Bugsy's TM 01 1st Edition,68,36,25
2026-04-30,106,Bugsy's TM 02 1st Edition,53,21,19
2026-04-30,107,Whitney's TM 01 1st Edition,69,25,30
2026-04-30,108,Whitney's TM 02 1st Edition,63,28,22
2026-04-30,109,Morty's TM 01 1st Edition,51,22,18
2026-04-30,110,Morty's TM 02 1st Edition,56,21,16
2026-04-30,111,Jasmine's TM 01 1st Edition,69,25,31
2026-04-30,112,Jasmine's TM 02 1st Edition,52,23,17
2026-04-30,113,Chuck's TM 01 1st Edition,58,22,19
2026-04-30,114,Chuck's TM 02 1st Edition,59,14,26
2026-04-30,115,Pryce's TM 01 1st Edition,59,24,23
2026-04-30,116,Pryce's TM 02 1st Edition,56,22,17
2026-04-30,117,Clair's TM 01 1st Edition,81,37,29
2026-04-30,118,Clair's TM 02 1st Edition,74,8,38
2026-04-30,119,Janine's TM 01 1st Edition,67,25,26
2026-04-30,120,Janine's TM 02 1st Edition,44,9,22
2026-04-30,121,Will's TM 01 1st Edition,59,23,22
2026-04-30,122,Will's TM 02 1st Edition,47,23,13
2026-04-30,123,Bruno's TM 01 1st Edition,47,17,21
2026-04-30,124,Bruno's TM 02 1st Edition,47,13,15
2026-04-30,125,Karen's TM 01 1st Edition,80,24,43
2026-04-30,126,Karen's TM 02 1st Edition,74,17,35
2026-04-30,127,Rocket's TM 01 1st Edition,46,15,13
2026-04-30,128,Lance's TM 01 1st Edition,72,15,30
2026-04-30,129,Lance's TM 02 1st Edition,64,10,26
2026-04-30,130,Potion 1st Edition,157,79,52
2026-04-30,131,Moo-Moo Milk 1st Edition,154,88,43
2026-04-30,132,Full Heal 1st Edition,130,83,29
2026-04-30,133,Pokemon Reverse 1st Edition,130,68,45
2026-04-30,134,Switch 1st Edition,158,104,41
2026-04-30,135,Warp Point 1st Edition,122,77,35
2026-04-30,136,Super Scoop Up 1st Edition,151,87,48
2026-04-30,137,Energy Flow 1st Edition,135,86,37
2026-04-30,138,Energy Charge 1st Edition,116,74,28
2026-04-30,139,Energy Ark 1st Edition,166,97,49
2026-04-30,140,Energy Restore 1st Edition,126,77,40
2026-04-30,141,Master Ball 1st Edition,165,95,48
2026-04-30,142,Rocket's Tyranitar-Holo 1st Edition,"1,317",435,370
2026-04-30,N/A,Darkness Energy-Holo,997,413,423
2026-04-30,N/A,Fighting Energy,93,54,27
2026-04-30,N/A,Fire Energy,89,63,17
2026-04-30,N/A,Grass Energy,99,62,33
2026-04-30,N/A,Lightning Energy,86,58,18
2026-04-30,N/A,Metal Energy-Holo,745,370,280
2026-04-30,N/A,Psychic Energy,99,63,27
2026-04-30,N/A,Rainbow Energy-Holo,876,311,371
2026-04-30,N/A,Water Energy,90,62,21
2026-05-01,,TOTAL POPULATION,"53,598","24,822","17,596"
2026-05-01,001,Falkner's Pidgeot 1st Edition,286,101,113
2026-05-01,002,Falkner's Fearow 1st Edition,355,135,140
2026-05-01,003,Falkner's Farfetch'd 1st Edition,272,123,118
2026-05-01,004,Falkner's Dodrio 1st Edition,239,124,87
2026-05-01,005,Falkner's Togetic 1st Edition,319,171,112
2026-05-01,006,Falkner's Delibird 1st Edition,284,129,118
2026-05-01,007,Falkner's Skarmory-Holo 1st Edition,684,266,244
2026-05-01,008,Bugsy's Butterfree 1st Edition,202,104,59
2026-05-01,009,Bugsy's Beedrill 1st Edition,194,108,65
2026-05-01,010,Bugsy's Pinsir 1st Edition,195,101,66
2026-05-01,011,Bugsy's Ledian 1st Edition,181,96,70
2026-05-01,012,Bugsy's Yanma 1st Edition,320,178,104
2026-05-01,013,Bugsy's Scizor-Holo 1st Edition,"1,053",319,419
2026-05-01,014,Whitney's Clefable 1st Edition,276,162,83
2026-05-01,015,Whitney's Wigglytuff 1st Edition,292,172,82
2026-05-01,016,Whitney's Persian 1st Edition,262,161,71
2026-05-01,017,Whitney's Lickitung 1st Edition,263,151,79
2026-05-01,018,Whitney's Furret 1st Edition,411,223,144
2026-05-01,019,Whitney's Miltank 1st Edition,258,115,108
2026-05-01,020,Morty's Ninetales 1st Edition,368,193,122
2026-05-01,021,Morty's Gengar 1st Edition,"1,046",415,337
2026-05-01,022,Morty's Hypno 1st Edition,439,272,108
2026-05-01,023,Morty's Marowak 1st Edition,208,118,67
2026-05-01,024,Morty's Noctowl 1st Edition,284,173,79
